"","pKey","itemNum","Correct","Task","OptionChosen"
"498",131,20,1,"IV","Answer2"
"499",131,10,1,"IV","Answer2"
"500",131,12,1,"IV","Answer2"
"501",132,22,1,"IV","Answer2"
"502",132,6,1,"IV","Answer2"
"503",132,3,0,"IV","Answer3"
"504",132,16,1,"IV","Answer2"
"505",132,11,1,"IV","Answer2"
"506",132,7,1,"IV","Answer2"
"507",132,1,1,"IV","Answer2"
"508",132,14,1,"IV","Answer2"
"509",132,8,1,"IV","Answer2"
"510",132,21,1,"IV","Answer2"
"511",132,25,1,"IV","Answer2"
"512",132,5,1,"IV","Answer2"
"513",132,19,1,"IV","Answer2"
"514",132,15,1,"IV","Answer2"
"515",132,17,1,"IV","Answer2"
"516",132,23,1,"IV","Answer2"
"517",132,2,1,"IV","Answer2"
"518",132,4,1,"IV","Answer2"
"519",132,18,1,"IV","Answer2"
"520",132,24,1,"IV","Answer2"
"521",132,13,1,"IV","Answer2"
"522",132,9,1,"IV","Answer2"
"523",132,20,1,"IV","Answer2"
"524",132,10,1,"IV","Answer2"
"525",132,12,1,"IV","Answer2"
"526",133,22,1,"IV","Answer2"
"527",133,6,1,"IV","Answer2"
"528",133,3,1,"IV","Answer2"
"529",133,16,1,"IV","Answer2"
"530",133,11,1,"IV","Answer2"
"531",133,7,1,"IV","Answer2"
"532",133,1,1,"IV","Answer2"
"533",133,14,1,"IV","Answer2"
"534",133,8,1,"IV","Answer2"
"535",133,21,1,"IV","Answer2"
"536",133,25,1,"IV","Answer2"
"537",133,5,1,"IV","Answer2"
"538",133,19,1,"IV","Answer2"
"539",133,15,1,"IV","Answer2"
"540",133,17,1,"IV","Answer2"
"541",133,23,1,"IV","Answer2"
"542",133,2,1,"IV","Answer2"
"543",133,4,1,"IV","Answer2"
"544",133,18,1,"IV","Answer2"
"545",133,24,1,"IV","Answer2"
"546",133,13,1,"IV","Answer2"
"547",133,9,1,"IV","Answer2"
"548",133,20,1,"IV","Answer2"
"549",133,10,1,"IV","Answer2"
"550",133,12,1,"IV","Answer2"
"551",136,22,1,"IV","Answer2"
"552",136,6,1,"IV","Answer2"
"553",136,3,1,"IV","Answer2"
"554",136,16,1,"IV","Answer2"
"555",136,11,1,"IV","Answer2"
"556",136,7,1,"IV","Answer2"
"557",136,1,1,"IV","Answer2"
"558",136,14,1,"IV","Answer2"
"559",136,8,1,"IV","Answer2"
"560",136,21,1,"IV","Answer2"
"561",136,25,1,"IV","Answer2"
"562",136,5,1,"IV","Answer2"
"563",136,19,1,"IV","Answer2"
"564",136,15,1,"IV","Answer2"
"565",136,17,1,"IV","Answer2"
"566",136,23,1,"IV","Answer2"
"567",136,2,1,"IV","Answer2"
"568",136,4,1,"IV","Answer2"
"569",136,18,1,"IV","Answer2"
"570",136,24,1,"IV","Answer2"
"571",136,13,1,"IV","Answer2"
"572",136,9,1,"IV","Answer2"
"573",136,20,1,"IV","Answer2"
"574",136,10,1,"IV","Answer2"
"575",136,12,1,"IV","Answer2"
"576",139,22,1,"IV","Answer2"
"577",139,6,0,"IV","Answer1"
"578",139,3,0,"IV","Answer1"
"579",139,16,1,"IV","Answer2"
"580",139,11,1,"IV","Answer2"
"581",139,7,1,"IV","Answer2"
"582",139,1,0,"IV","Answer1"
"583",139,14,1,"IV","Answer2"
"584",139,8,1,"IV","Answer2"
"585",139,21,0,"IV","Answer1"
"586",139,25,1,"IV","Answer2"
"587",139,5,1,"IV","Answer2"
"588",139,19,1,"IV","Answer2"
"589",139,15,1,"IV","Answer2"
"590",139,17,1,"IV","Answer2"
"591",139,23,1,"IV","Answer2"
"592",139,2,1,"IV","Answer2"
"593",139,4,1,"IV","Answer2"
"594",139,18,1,"IV","Answer2"
"595",139,24,1,"IV","Answer2"
"596",139,13,1,"IV","Answer2"
"597",139,9,1,"IV","Answer2"
"598",139,20,1,"IV","Answer2"
"599",139,10,1,"IV","Answer2"
"600",139,12,1,"IV","Answer2"
"601",140,22,1,"IV","Answer2"
"602",140,6,1,"IV","Answer2"
"603",140,3,0,"IV","Answer3"
"604",140,16,1,"IV","Answer2"
"605",140,11,1,"IV","Answer2"
"606",140,7,1,"IV","Answer2"
"607",140,1,1,"IV","Answer2"
"608",140,14,1,"IV","Answer2"
"609",140,8,1,"IV","Answer2"
"610",140,21,1,"IV","Answer2"
"611",140,25,1,"IV","Answer2"
"612",140,5,1,"IV","Answer2"
"613",140,19,1,"IV","Answer2"
"614",140,15,1,"IV","Answer2"
"615",140,17,1,"IV","Answer2"
"616",140,23,1,"IV","Answer2"
"617",140,2,1,"IV","Answer2"
"618",140,4,1,"IV","Answer2"
"619",140,18,1,"IV","Answer2"
"620",140,24,0,"IV","Answer1"
"621",140,13,1,"IV","Answer2"
"622",140,9,1,"IV","Answer2"
"623",140,20,1,"IV","Answer2"
"624",140,10,1,"IV","Answer2"
"625",140,12,1,"IV","Answer2"
"626",142,22,1,"IV","Answer2"
"627",142,6,1,"IV","Answer2"
"628",142,3,1,"IV","Answer2"
"629",142,16,1,"IV","Answer2"
"630",142,11,1,"IV","Answer2"
"631",142,7,1,"IV","Answer2"
"632",142,1,1,"IV","Answer2"
"633",142,14,1,"IV","Answer2"
"634",142,8,1,"IV","Answer2"
"635",142,21,1,"IV","Answer2"
"636",142,25,1,"IV","Answer2"
"637",142,5,1,"IV","Answer2"
"638",142,19,1,"IV","Answer2"
"639",142,15,1,"IV","Answer2"
"640",142,17,1,"IV","Answer2"
"641",142,23,1,"IV","Answer2"
"642",142,2,1,"IV","Answer2"
"643",142,4,1,"IV","Answer2"
"644",142,18,1,"IV","Answer2"
"645",142,24,1,"IV","Answer2"
"646",142,13,1,"IV","Answer2"
"647",142,9,1,"IV","Answer2"
"648",142,20,1,"IV","Answer2"
"649",142,10,1,"IV","Answer2"
"650",142,12,1,"IV","Answer2"
"651",143,22,1,"IV","Answer2"
"652",143,6,1,"IV","Answer2"
"653",143,3,0,"IV","Answer1"
"654",143,16,1,"IV","Answer2"
"655",143,11,1,"IV","Answer2"
"656",143,7,1,"IV","Answer2"
"657",143,1,1,"IV","Answer2"
"658",143,14,1,"IV","Answer2"
"659",143,8,1,"IV","Answer2"
"660",143,21,1,"IV","Answer2"
"661",143,25,1,"IV","Answer2"
"662",143,5,1,"IV","Answer2"
"663",143,19,1,"IV","Answer2"
"664",143,15,1,"IV","Answer2"
"665",143,17,1,"IV","Answer2"
"666",143,23,1,"IV","Answer2"
"667",143,2,1,"IV","Answer2"
"668",143,4,1,"IV","Answer2"
"669",143,18,1,"IV","Answer2"
"670",143,24,1,"IV","Answer2"
"671",143,13,1,"IV","Answer2"
"672",143,9,1,"IV","Answer2"
"673",143,20,1,"IV","Answer2"
"674",143,10,1,"IV","Answer2"
"675",143,12,1,"IV","Answer2"
"676",144,22,1,"IV","Answer2"
"677",144,6,1,"IV","Answer2"
"678",144,3,1,"IV","Answer2"
"679",144,16,1,"IV","Answer2"
"680",144,11,1,"IV","Answer2"
"681",144,7,1,"IV","Answer2"
"682",144,1,1,"IV","Answer2"
"683",144,14,1,"IV","Answer2"
"684",144,8,1,"IV","Answer2"
"685",144,21,1,"IV","Answer2"
"686",144,25,1,"IV","Answer2"
"687",144,5,1,"IV","Answer2"
"688",144,19,1,"IV","Answer2"
"689",144,15,1,"IV","Answer2"
"690",144,17,1,"IV","Answer2"
"691",144,23,1,"IV","Answer2"
"692",144,2,1,"IV","Answer2"
"693",144,4,1,"IV","Answer2"
"694",144,18,1,"IV","Answer2"
"695",144,24,1,"IV","Answer2"
"696",144,13,1,"IV","Answer2"
"697",144,9,1,"IV","Answer2"
"698",144,20,1,"IV","Answer2"
"699",144,10,1,"IV","Answer2"
"700",144,12,1,"IV","Answer2"
"701",147,22,1,"IV","Answer2"
"702",147,6,1,"IV","Answer2"
"703",147,3,1,"IV","Answer2"
"704",147,16,1,"IV","Answer2"
"705",147,11,1,"IV","Answer2"
"706",147,7,0,"IV","Answer3"
"707",147,1,1,"IV","Answer2"
"708",147,14,1,"IV","Answer2"
"709",147,8,1,"IV","Answer2"
"710",147,21,1,"IV","Answer2"
"711",147,25,1,"IV","Answer2"
"712",147,5,1,"IV","Answer2"
"713",147,19,1,"IV","Answer2"
"714",147,15,0,"IV","Answer1"
"715",147,17,0,"IV","Answer4"
"716",147,23,1,"IV","Answer2"
"717",147,2,1,"IV","Answer2"
"718",147,4,1,"IV","Answer2"
"719",147,18,1,"IV","Answer2"
"720",147,24,1,"IV","Answer2"
"721",147,13,1,"IV","Answer2"
"722",147,9,1,"IV","Answer2"
"723",147,20,1,"IV","Answer2"
"724",147,10,1,"IV","Answer2"
"725",147,12,1,"IV","Answer2"
"726",149,22,1,"IV","Answer2"
"727",149,6,1,"IV","Answer2"
"728",149,3,0,"IV","Answer3"
"729",149,16,0,"IV","Answer1"
"730",149,11,1,"IV","Answer2"
"731",149,7,1,"IV","Answer2"
"732",149,1,1,"IV","Answer2"
"733",149,14,1,"IV","Answer2"
"734",149,8,0,"IV","Answer1"
