"","pKey","itemNum","Correct","Task","OptionChosen"
"163",112,16,1,"MV","Answer2"
"164",112,11,0,"MV","Answer4"
"165",112,7,0,"MV","Answer2"
"166",112,17,0,"MV","Answer1"
"167",112,14,0,"MV","Answer4"
"168",112,8,0,"MV","Answer4"
"169",112,5,0,"MV","Answer3"
"170",112,19,0,"MV","Answer1"
"171",112,15,0,"MV","Answer4"
"172",112,1,0,"MV","Answer1"
"173",112,2,1,"MV","Answer2"
"174",112,4,1,"MV","Answer2"
"175",112,18,0,"MV","Answer2"
"176",112,13,0,"MV","Answer1"
"177",112,9,0,"MV","Answer4"
"178",112,20,0,"MV","Answer4"
"179",112,10,1,"MV","Answer2"
"180",112,12,0,"MV","Answer1"
"181",115,6,1,"MV","Answer2"
"182",115,3,1,"MV","Answer2"
"183",115,16,1,"MV","Answer2"
"184",115,11,1,"MV","Answer2"
"185",115,7,0,"MV","Answer1"
"186",115,17,1,"MV","Answer2"
"187",115,14,1,"MV","Answer2"
"188",115,8,0,"MV","Answer1"
"189",115,5,0,"MV","Answer1"
"190",115,19,1,"MV","Answer2"
"191",115,15,1,"MV","Answer2"
"192",115,1,1,"MV","Answer3"
"193",115,2,1,"MV","Answer2"
"194",115,4,1,"MV","Answer2"
"195",115,18,0,"MV","Answer2"
"196",115,13,0,"MV","Answer1"
"197",115,9,1,"MV","Answer2"
"198",115,20,1,"MV","Answer2"
"199",115,10,1,"MV","Answer2"
"200",115,12,0,"MV","Answer1"
"201",116,6,1,"MV","Answer2"
"202",116,3,1,"MV","Answer2"
"203",116,16,1,"MV","Answer2"
"204",116,11,1,"MV","Answer2"
"205",116,7,1,"MV","Answer3"
"206",116,17,1,"MV","Answer2"
"207",116,14,1,"MV","Answer2"
"208",116,8,1,"MV","Answer2"
"209",116,5,1,"MV","Answer2"
"210",116,19,1,"MV","Answer2"
"211",116,15,1,"MV","Answer2"
"212",116,1,1,"MV","Answer3"
"213",116,2,0,"MV","Answer1"
"214",116,4,1,"MV","Answer2"
"215",116,18,0,"MV","Answer4"
"216",116,13,0,"MV","Answer1"
"217",116,9,1,"MV","Answer2"
"218",116,20,1,"MV","Answer2"
"219",116,10,1,"MV","Answer2"
"220",116,12,1,"MV","Answer2"
"221",118,6,1,"MV","Answer2"
"222",118,3,1,"MV","Answer2"
"223",118,16,1,"MV","Answer2"
"224",118,11,1,"MV","Answer2"
"225",118,7,1,"MV","Answer3"
"226",118,17,1,"MV","Answer2"
"227",118,14,1,"MV","Answer2"
"228",118,8,1,"MV","Answer2"
"229",118,5,1,"MV","Answer2"
"230",118,19,1,"MV","Answer2"
"231",118,15,1,"MV","Answer2"
"232",118,1,1,"MV","Answer3"
"233",118,2,1,"MV","Answer2"
"234",118,4,1,"MV","Answer2"
"235",118,18,1,"MV","Answer3"
"236",118,13,1,"MV","Answer2"
"237",118,9,0,"MV","Answer1"
"238",118,20,1,"MV","Answer2"
"239",118,10,1,"MV","Answer2"
"240",118,12,0,"MV","Answer1"
"241",120,6,0,"MV","Answer1"
"242",120,3,1,"MV","Answer2"
"243",120,16,1,"MV","Answer2"
"244",120,11,1,"MV","Answer2"
"245",120,7,1,"MV","Answer3"
"246",120,17,1,"MV","Answer2"
"247",120,14,1,"MV","Answer2"
"248",120,8,0,"MV","Answer1"
"249",120,5,0,"MV","Answer1"
"250",120,19,1,"MV","Answer2"
"251",120,15,0,"MV","Answer3"
"252",120,1,0,"MV","Answer1"
"253",120,2,1,"MV","Answer2"
"254",120,4,1,"MV","Answer2"
"255",120,18,0,"MV","Answer2"
"256",120,13,0,"MV","Answer1"
"257",120,9,0,"MV","Answer1"
"258",120,20,1,"MV","Answer2"
"259",120,10,1,"MV","Answer2"
"260",120,12,1,"MV","Answer2"
"261",122,6,1,"MV","Answer2"
"262",122,3,1,"MV","Answer2"
"263",122,16,1,"MV","Answer2"
"264",122,11,1,"MV","Answer2"
"265",122,7,1,"MV","Answer3"
"266",122,17,1,"MV","Answer2"
"267",122,14,1,"MV","Answer2"
"268",122,8,1,"MV","Answer2"
"269",122,5,1,"MV","Answer2"
"270",122,19,1,"MV","Answer2"
"271",122,15,1,"MV","Answer2"
"272",122,1,1,"MV","Answer3"
"273",122,2,1,"MV","Answer2"
"274",122,4,1,"MV","Answer2"
"275",122,18,1,"MV","Answer3"
"276",122,13,0,"MV","Answer1"
"277",122,9,1,"MV","Answer2"
"278",122,20,1,"MV","Answer2"
"279",122,10,1,"MV","Answer2"
"280",122,12,1,"MV","Answer2"
"281",123,6,1,"MV","Answer2"
"282",123,3,1,"MV","Answer2"
"283",123,16,1,"MV","Answer2"
"284",123,11,1,"MV","Answer2"
"285",123,7,1,"MV","Answer3"
"286",123,17,1,"MV","Answer2"
"287",123,14,1,"MV","Answer2"
"288",123,8,1,"MV","Answer2"
"289",123,5,1,"MV","Answer2"
"290",123,19,1,"MV","Answer2"
"291",123,15,0,"MV","Answer4"
"292",123,1,1,"MV","Answer3"
"293",123,2,1,"MV","Answer2"
"294",123,4,1,"MV","Answer2"
"295",123,18,0,"MV","Answer2"
"296",123,13,1,"MV","Answer2"
"297",123,9,1,"MV","Answer2"
"298",123,20,1,"MV","Answer2"
"299",123,10,1,"MV","Answer2"
"300",123,12,1,"MV","Answer2"
"301",124,6,1,"MV","Answer2"
"302",124,3,1,"MV","Answer2"
"303",124,16,1,"MV","Answer2"
"304",124,11,1,"MV","Answer2"
"305",124,7,1,"MV","Answer3"
"306",124,17,1,"MV","Answer2"
"307",124,14,1,"MV","Answer2"
"308",124,8,0,"MV","Answer1"
"309",124,5,1,"MV","Answer2"
"310",124,19,1,"MV","Answer2"
"311",124,15,1,"MV","Answer2"
"312",124,1,1,"MV","Answer3"
"313",124,2,1,"MV","Answer2"
"314",124,4,1,"MV","Answer2"
"315",124,18,1,"MV","Answer3"
"316",124,13,0,"MV","Answer1"
"317",124,9,1,"MV","Answer2"
"318",124,20,1,"MV","Answer2"
"319",124,10,1,"MV","Answer2"
"320",124,12,1,"MV","Answer2"
"321",125,6,0,"MV","Answer1"
"322",125,3,1,"MV","Answer2"
"323",125,16,1,"MV","Answer2"
"324",125,11,1,"MV","Answer2"
"325",125,7,1,"MV","Answer3"
"326",125,17,1,"MV","Answer2"
"327",125,14,0,"MV","Answer4"
"328",125,8,1,"MV","Answer2"
"329",125,5,0,"MV","Answer1"
"330",125,19,1,"MV","Answer2"
"331",125,15,1,"MV","Answer2"
"332",125,1,1,"MV","Answer3"
"333",125,2,1,"MV","Answer2"
"334",125,4,1,"MV","Answer2"
"335",125,18,1,"MV","Answer3"
"336",125,13,0,"MV","Answer1"
"337",125,9,0,"MV","Answer4"
"338",125,20,1,"MV","Answer2"
"339",125,10,1,"MV","Answer2"
"340",125,12,1,"MV","Answer2"
"341",127,6,1,"MV","Answer2"
"342",127,3,1,"MV","Answer2"
"343",127,16,1,"MV","Answer2"
"344",127,11,1,"MV","Answer2"
"345",127,7,1,"MV","Answer3"
"346",127,17,1,"MV","Answer2"
"347",127,14,1,"MV","Answer2"
"348",127,8,1,"MV","Answer2"
"349",127,5,1,"MV","Answer2"
"350",127,19,1,"MV","Answer2"
"351",127,15,1,"MV","Answer2"
"352",127,1,1,"MV","Answer3"
"353",127,2,1,"MV","Answer2"
"354",127,4,1,"MV","Answer2"
"355",127,18,1,"MV","Answer3"
"356",127,13,0,"MV","Answer1"
"357",127,9,0,"MV","Answer1"
"358",127,20,1,"MV","Answer2"
"359",127,10,1,"MV","Answer2"
"360",127,12,1,"MV","Answer2"
"361",130,6,1,"MV","Answer2"
"362",130,3,1,"MV","Answer2"
"363",130,16,1,"MV","Answer2"
"364",130,11,1,"MV","Answer2"
"365",130,7,1,"MV","Answer3"
"366",130,17,1,"MV","Answer2"
"367",130,14,1,"MV","Answer2"
"368",130,8,1,"MV","Answer2"
"369",130,5,1,"MV","Answer2"
"370",130,19,1,"MV","Answer2"
"371",130,15,1,"MV","Answer2"
"372",130,1,0,"MV","Answer1"
"373",130,2,0,"MV","Answer4"
"374",130,4,1,"MV","Answer2"
"375",130,18,0,"MV","Answer1"
"376",130,13,0,"MV","Answer4"
"377",130,9,1,"MV","Answer2"
"378",130,20,1,"MV","Answer2"
"379",130,10,1,"MV","Answer2"
"380",130,12,0,"MV","Answer1"
"381",131,6,1,"MV","Answer2"
"382",131,3,1,"MV","Answer2"
"383",131,16,1,"MV","Answer2"
"384",131,11,1,"MV","Answer2"
"385",131,7,1,"MV","Answer3"
"386",131,17,1,"MV","Answer2"
"387",131,14,1,"MV","Answer2"
"388",131,8,1,"MV","Answer2"
"389",131,5,1,"MV","Answer2"
"390",131,19,1,"MV","Answer2"
"391",131,15,1,"MV","Answer2"
"392",131,1,1,"MV","Answer3"
"393",131,2,1,"MV","Answer2"
"394",131,4,1,"MV","Answer2"
"395",131,18,1,"MV","Answer3"
"396",131,13,1,"MV","Answer2"
"397",131,9,1,"MV","Answer2"
"398",131,20,1,"MV","Answer2"
"399",131,10,1,"MV","Answer2"
"400",131,12,0,"MV","Answer1"
"401",132,6,1,"MV","Answer2"
"402",132,3,1,"MV","Answer2"
"403",132,16,1,"MV","Answer2"
"404",132,11,1,"MV","Answer2"
"405",132,7,0,"MV","Answer1"
"406",132,17,1,"MV","Answer2"
"407",132,14,1,"MV","Answer2"
"408",132,8,1,"MV","Answer2"
"409",132,5,0,"MV","Answer1"
"410",132,19,1,"MV","Answer2"
"411",132,15,1,"MV","Answer2"
"412",132,1,1,"MV","Answer3"
"413",132,2,0,"MV","Answer4"
"414",132,4,1,"MV","Answer2"
"415",132,18,0,"MV","Answer2"
"416",132,13,0,"MV","Answer4"
"417",132,9,0,"MV","Answer1"
"418",132,20,1,"MV","Answer2"
"419",132,10,0,"MV","Answer1"
"420",132,12,1,"MV","Answer2"
"421",133,6,1,"MV","Answer2"
"422",133,3,1,"MV","Answer2"
"423",133,16,1,"MV","Answer2"
"424",133,11,1,"MV","Answer2"
"425",133,7,1,"MV","Answer3"
"426",133,17,1,"MV","Answer2"
"427",133,14,1,"MV","Answer2"
"428",133,8,1,"MV","Answer2"
"429",133,5,1,"MV","Answer2"
"430",133,19,1,"MV","Answer2"
"431",133,15,1,"MV","Answer2"
"432",133,1,1,"MV","Answer3"
"433",133,2,1,"MV","Answer2"
"434",133,4,1,"MV","Answer2"
"435",133,18,1,"MV","Answer3"
"436",133,13,1,"MV","Answer2"
"437",133,9,1,"MV","Answer2"
"438",133,20,1,"MV","Answer2"
"439",133,10,1,"MV","Answer2"
"440",133,12,1,"MV","Answer2"
"441",136,6,1,"MV","Answer2"
"442",136,3,1,"MV","Answer2"
"443",136,16,1,"MV","Answer2"
"444",136,11,1,"MV","Answer2"
"445",136,7,0,"MV","Answer1"
"446",136,17,1,"MV","Answer2"
"447",136,14,1,"MV","Answer2"
"448",136,8,1,"MV","Answer2"
"449",136,5,1,"MV","Answer2"
"450",136,19,1,"MV","Answer2"
"451",136,15,1,"MV","Answer2"
"452",136,1,1,"MV","Answer3"
"453",136,2,0,"MV","Answer1"
"454",136,4,1,"MV","Answer2"
"455",136,18,1,"MV","Answer3"
"456",136,13,1,"MV","Answer2"
"457",136,9,1,"MV","Answer2"
"458",136,20,1,"MV","Answer2"
"459",136,10,1,"MV","Answer2"
"460",136,12,1,"MV","Answer2"
"461",139,6,1,"MV","Answer2"
"462",139,3,1,"MV","Answer2"
"463",139,16,1,"MV","Answer2"
"464",139,11,0,"MV","Answer4"
"465",139,7,0,"MV","Answer4"
"466",139,17,1,"MV","Answer2"
"467",139,14,0,"MV","Answer3"
"468",139,8,1,"MV","Answer2"
"469",139,5,1,"MV","Answer2"
"470",139,19,1,"MV","Answer2"
"471",139,15,0,"MV","Answer3"
"472",139,1,1,"MV","Answer3"
"473",139,2,1,"MV","Answer2"
"474",139,4,1,"MV","Answer2"
"475",139,18,1,"MV","Answer3"
"476",139,13,0,"MV","Answer4"
"477",139,9,0,"MV","Answer1"
"478",139,20,0,"MV","Answer3"
"479",139,10,1,"MV","Answer2"
"480",139,12,0,"MV","Answer3"
"481",140,6,0,"MV","Answer1"
"482",140,3,1,"MV","Answer2"
"483",140,16,1,"MV","Answer2"
"484",140,11,1,"MV","Answer2"
"485",140,7,1,"MV","Answer3"
"486",140,17,1,"MV","Answer2"
"487",140,14,1,"MV","Answer2"
"488",140,8,1,"MV","Answer2"
"489",140,5,1,"MV","Answer2"
"490",140,19,1,"MV","Answer2"
"491",140,15,1,"MV","Answer2"
"492",140,1,1,"MV","Answer3"
"493",140,2,1,"MV","Answer2"
"494",140,4,1,"MV","Answer2"
"495",140,18,1,"MV","Answer3"
"496",140,13,1,"MV","Answer2"
"497",140,9,1,"MV","Answer2"
"498",140,20,1,"MV","Answer2"
"499",140,10,1,"MV","Answer2"
"500",140,12,1,"MV","Answer2"
"501",142,6,0,"MV","Answer4"
"502",142,3,1,"MV","Answer2"
"503",142,16,1,"MV","Answer2"
"504",142,11,1,"MV","Answer2"
"505",142,7,1,"MV","Answer3"
"506",142,17,1,"MV","Answer2"
"507",142,14,1,"MV","Answer2"
"508",142,8,1,"MV","Answer2"
"509",142,5,1,"MV","Answer2"
"510",142,19,1,"MV","Answer2"
"511",142,15,1,"MV","Answer2"
"512",142,1,1,"MV","Answer3"
"513",142,2,1,"MV","Answer2"
"514",142,4,1,"MV","Answer2"
"515",142,18,1,"MV","Answer3"
"516",142,13,1,"MV","Answer2"
"517",142,9,0,"MV","Answer4"
"518",142,20,1,"MV","Answer2"
"519",142,10,1,"MV","Answer2"
"520",142,12,1,"MV","Answer2"
"521",143,6,1,"MV","Answer2"
"522",143,3,1,"MV","Answer2"
"523",143,16,1,"MV","Answer2"
"524",143,11,1,"MV","Answer2"
"525",143,7,0,"MV","Answer1"
"526",143,17,1,"MV","Answer2"
"527",143,14,0,"MV","Answer4"
"528",143,8,1,"MV","Answer2"
"529",143,5,0,"MV","Answer1"
"530",143,19,1,"MV","Answer2"
"531",143,15,1,"MV","Answer2"
"532",143,1,1,"MV","Answer3"
"533",143,2,1,"MV","Answer2"
"534",143,4,1,"MV","Answer2"
"535",143,18,0,"MV","Answer2"
"536",143,13,0,"MV","Answer1"
"537",143,9,1,"MV","Answer2"
"538",143,20,1,"MV","Answer2"
"539",143,10,1,"MV","Answer2"
"540",143,12,0,"MV","Answer3"
"541",144,6,1,"MV","Answer2"
"542",144,3,1,"MV","Answer2"
"543",144,16,1,"MV","Answer2"
"544",144,11,1,"MV","Answer2"
"545",144,7,1,"MV","Answer3"
"546",144,17,1,"MV","Answer2"
"547",144,14,1,"MV","Answer2"
"548",144,8,1,"MV","Answer2"
"549",144,5,0,"MV","Answer1"
"550",144,19,1,"MV","Answer2"
"551",144,15,1,"MV","Answer2"
"552",144,1,0,"MV","Answer4"
"553",144,2,0,"MV","Answer4"
"554",144,4,1,"MV","Answer2"
"555",144,18,1,"MV","Answer3"
"556",144,13,0,"MV","Answer1"
"557",144,9,0,"MV","Answer1"
"558",144,20,1,"MV","Answer2"
"559",144,10,1,"MV","Answer2"
"560",144,12,0,"MV","Answer1"
"561",147,6,1,"MV","Answer2"
"562",147,3,1,"MV","Answer2"
"563",147,16,1,"MV","Answer2"
"564",147,11,1,"MV","Answer2"
"565",147,7,0,"MV","Answer2"
"566",147,17,1,"MV","Answer2"
"567",147,14,0,"MV","Answer1"
"568",147,8,1,"MV","Answer2"
"569",147,5,0,"MV","Answer1"
"570",147,19,1,"MV","Answer2"
"571",147,15,0,"MV","Answer3"
"572",147,1,1,"MV","Answer3"
"573",147,2,0,"MV","Answer1"
"574",147,4,1,"MV","Answer2"
"575",147,18,0,"MV","Answer2"
"576",147,13,0,"MV","Answer4"
"577",147,9,0,"MV","Answer3"
"578",147,20,1,"MV","Answer2"
"579",147,10,1,"MV","Answer2"
"580",147,12,1,"MV","Answer2"
"581",149,6,0,"MV","Answer1"
"582",149,3,1,"MV","Answer2"
"583",149,16,1,"MV","Answer2"
"584",149,11,0,"MV","Answer3"
"585",149,7,0,"MV","Answer1"
"586",149,17,0,"MV","Answer1"
"587",149,14,0,"MV","Answer3"
"588",149,8,0,"MV","Answer1"
"589",149,5,1,"MV","Answer2"
"590",149,19,0,"MV","Answer1"
"591",149,15,0,"MV","Answer4"
"592",149,1,0,"MV","Answer1"
"593",149,2,0,"MV","Answer4"
"594",149,4,0,"MV","Answer3"
"595",149,18,0,"MV","Answer4"
"596",149,13,0,"MV","Answer3"
"597",149,9,1,"MV","Answer2"
"598",149,20,0,"MV","Answer1"
"599",149,10,1,"MV","Answer2"
"600",149,12,1,"MV","Answer2"
"601",150,6,1,"MV","Answer2"
"602",150,3,1,"MV","Answer2"
"603",150,16,1,"MV","Answer2"
"604",150,11,1,"MV","Answer2"
"605",150,7,0,"MV","Answer1"
"606",150,17,1,"MV","Answer2"
"607",150,14,1,"MV","Answer2"
"608",150,8,1,"MV","Answer2"
"609",150,5,1,"MV","Answer2"
"610",150,19,1,"MV","Answer2"
"611",150,15,0,"MV","Answer3"
"612",150,1,1,"MV","Answer3"
"613",150,2,1,"MV","Answer2"
"614",150,4,1,"MV","Answer2"
"615",150,18,1,"MV","Answer3"
"616",150,13,0,"MV","Answer1"
"617",150,9,0,"MV","Answer4"
"618",150,20,1,"MV","Answer2"
"619",150,10,1,"MV","Answer2"
"620",150,12,1,"MV","Answer2"
"621",151,6,1,"MV","Answer2"
"622",151,3,1,"MV","Answer2"
"623",151,16,1,"MV","Answer2"
"624",151,11,1,"MV","Answer2"
"625",151,7,1,"MV","Answer3"
"626",151,17,1,"MV","Answer2"
"627",151,14,0,"MV","Answer1"
"628",151,8,0,"MV","Answer1"
"629",151,5,0,"MV","Answer1"
"630",151,19,1,"MV","Answer2"
"631",151,15,1,"MV","Answer2"
"632",151,1,1,"MV","Answer3"
"633",151,2,1,"MV","Answer2"
"634",151,4,1,"MV","Answer2"
"635",151,18,1,"MV","Answer3"
"636",151,13,0,"MV","Answer1"
"637",151,9,0,"MV","Answer1"
"638",151,20,1,"MV","Answer2"
"639",151,10,1,"MV","Answer2"
"640",151,12,1,"MV","Answer2"
"641",152,6,1,"MV","Answer2"
"642",152,3,1,"MV","Answer2"
"643",152,16,1,"MV","Answer2"
"644",152,11,1,"MV","Answer2"
"645",152,7,1,"MV","Answer3"
"646",152,17,1,"MV","Answer2"
"647",152,14,1,"MV","Answer2"
"648",152,8,1,"MV","Answer2"
"649",152,5,1,"MV","Answer2"
"650",152,19,1,"MV","Answer2"
"651",152,15,1,"MV","Answer2"
"652",152,1,1,"MV","Answer3"
"653",152,2,1,"MV","Answer2"
"654",152,4,1,"MV","Answer2"
"655",152,18,1,"MV","Answer3"
"656",152,13,0,"MV","Answer1"
"657",152,9,1,"MV","Answer2"
"658",152,20,1,"MV","Answer2"
"659",152,10,1,"MV","Answer2"
"660",152,12,1,"MV","Answer2"
"661",153,6,1,"MV","Answer2"
"662",153,3,1,"MV","Answer2"
"663",153,16,1,"MV","Answer2"
"664",153,11,1,"MV","Answer2"
"665",153,7,1,"MV","Answer3"
"666",153,17,1,"MV","Answer2"
"667",153,14,1,"MV","Answer2"
"668",153,8,1,"MV","Answer2"
"669",153,5,0,"MV","Answer1"
"670",153,19,1,"MV","Answer2"
"671",153,15,0,"MV","Answer1"
"672",153,1,0,"MV","Answer1"
"673",153,2,1,"MV","Answer2"
"674",153,4,1,"MV","Answer2"
"675",153,18,0,"MV","Answer2"
"676",153,13,1,"MV","Answer2"
"677",153,9,1,"MV","Answer2"
"678",153,20,1,"MV","Answer2"
"679",153,10,1,"MV","Answer2"
"680",153,12,1,"MV","Answer2"
"681",154,6,1,"MV","Answer2"
"682",154,3,1,"MV","Answer2"
"683",154,16,1,"MV","Answer2"
"684",154,11,1,"MV","Answer2"
"685",154,7,1,"MV","Answer3"
"686",154,17,1,"MV","Answer2"
"687",154,14,1,"MV","Answer2"
"688",154,8,0,"MV","Answer1"
"689",154,5,0,"MV","Answer1"
"690",154,19,1,"MV","Answer2"
"691",154,15,1,"MV","Answer2"
"692",154,1,1,"MV","Answer3"
"693",154,2,1,"MV","Answer2"
"694",154,4,1,"MV","Answer2"
"695",154,18,1,"MV","Answer3"
"696",154,13,1,"MV","Answer2"
"697",154,9,0,"MV","Answer1"
"698",154,20,1,"MV","Answer2"
"699",154,10,1,"MV","Answer2"
"700",154,12,1,"MV","Answer2"
"701",155,6,1,"MV","Answer2"
"702",155,3,1,"MV","Answer2"
"703",155,16,1,"MV","Answer2"
"704",155,11,1,"MV","Answer2"
"705",155,7,0,"MV","Answer1"
"706",155,17,1,"MV","Answer2"
"707",155,14,1,"MV","Answer2"
"708",155,8,1,"MV","Answer2"
"709",155,5,0,"MV","Answer1"
"710",155,19,1,"MV","Answer2"
"711",155,15,1,"MV","Answer2"
"712",155,1,1,"MV","Answer3"
"713",155,2,1,"MV","Answer2"
"714",155,4,1,"MV","Answer2"
"715",155,18,1,"MV","Answer3"
"716",155,13,1,"MV","Answer2"
"717",155,9,1,"MV","Answer2"
"718",155,20,1,"MV","Answer2"
"719",155,10,1,"MV","Answer2"
"720",155,12,1,"MV","Answer2"
"721",157,6,1,"MV","Answer2"
"722",157,3,1,"MV","Answer2"
"723",157,16,1,"MV","Answer2"
"724",157,11,1,"MV","Answer2"
"725",157,7,1,"MV","Answer3"
"726",157,17,1,"MV","Answer2"
"727",157,14,1,"MV","Answer2"
"728",157,8,1,"MV","Answer2"
"729",157,5,0,"MV","Answer1"
"730",157,19,1,"MV","Answer2"
"731",157,15,1,"MV","Answer2"
"732",157,1,1,"MV","Answer3"
"733",157,2,1,"MV","Answer2"
"734",157,4,1,"MV","Answer2"
