"","pKey","itemNum","Correct","Task","OptionChosen"
"215",116,7,1,"DV","Answer2"
"216",116,18,1,"DV","Answer3"
"217",116,3,1,"DV","Answer4"
"218",116,4,1,"DV","Answer2"
"219",116,8,1,"DV","Answer2"
"220",116,12,0,"DV","Answer1"
"221",118,9,1,"DV","Answer3"
"222",118,16,1,"DV","Answer3"
"223",118,14,1,"DV","Answer3"
"224",118,17,1,"DV","Answer3"
"225",118,13,1,"DV","Answer3"
"226",118,2,1,"DV","Answer3"
"227",118,19,1,"DV","Answer3"
"228",118,5,1,"DV","Answer3"
"229",118,11,1,"DV","Answer3"
"230",118,15,1,"DV","Answer3"
"231",118,6,1,"DV","Answer3"
"232",118,20,1,"DV","Answer3"
"233",118,1,1,"DV","Answer4"
"234",118,10,1,"DV","Answer2"
"235",118,7,1,"DV","Answer2"
"236",118,18,1,"DV","Answer3"
"237",118,3,1,"DV","Answer4"
"238",118,4,1,"DV","Answer2"
"239",118,8,1,"DV","Answer2"
"240",118,12,1,"DV","Answer3"
"241",120,9,1,"DV","Answer3"
"242",120,16,0,"DV","Answer1"
"243",120,14,1,"DV","Answer3"
"244",120,17,1,"DV","Answer3"
"245",120,13,1,"DV","Answer3"
"246",120,2,1,"DV","Answer3"
"247",120,19,1,"DV","Answer3"
"248",120,5,1,"DV","Answer3"
"249",120,11,1,"DV","Answer3"
"250",120,15,1,"DV","Answer3"
"251",120,6,1,"DV","Answer3"
"252",120,20,1,"DV","Answer3"
"253",120,1,1,"DV","Answer4"
"254",120,10,1,"DV","Answer2"
"255",120,7,1,"DV","Answer2"
"256",120,18,1,"DV","Answer3"
"257",120,3,1,"DV","Answer4"
"258",120,4,0,"DV","Answer1"
"259",120,8,1,"DV","Answer2"
"260",120,12,0,"DV","Answer1"
"261",122,9,1,"DV","Answer3"
"262",122,16,1,"DV","Answer3"
"263",122,14,1,"DV","Answer3"
"264",122,17,1,"DV","Answer3"
"265",122,13,1,"DV","Answer3"
"266",122,2,1,"DV","Answer3"
"267",122,19,1,"DV","Answer3"
"268",122,5,1,"DV","Answer3"
"269",122,11,1,"DV","Answer3"
"270",122,15,1,"DV","Answer3"
"271",122,6,1,"DV","Answer3"
"272",122,20,1,"DV","Answer3"
"273",122,1,1,"DV","Answer4"
"274",122,10,1,"DV","Answer2"
"275",122,7,1,"DV","Answer2"
"276",122,18,1,"DV","Answer3"
"277",122,3,1,"DV","Answer4"
"278",122,4,1,"DV","Answer2"
"279",122,8,1,"DV","Answer2"
"280",122,12,1,"DV","Answer3"
"281",123,9,1,"DV","Answer3"
"282",123,16,1,"DV","Answer3"
"283",123,14,0,"DV","Answer4"
"284",123,17,1,"DV","Answer3"
"285",123,13,1,"DV","Answer3"
"286",123,2,1,"DV","Answer3"
"287",123,19,1,"DV","Answer3"
"288",123,5,1,"DV","Answer3"
"289",123,11,1,"DV","Answer3"
"290",123,15,1,"DV","Answer3"
"291",123,6,1,"DV","Answer3"
"292",123,20,1,"DV","Answer3"
"293",123,1,1,"DV","Answer4"
"294",123,10,1,"DV","Answer2"
"295",123,7,1,"DV","Answer2"
"296",123,18,1,"DV","Answer3"
"297",123,3,1,"DV","Answer4"
"298",123,4,1,"DV","Answer2"
"299",123,8,1,"DV","Answer2"
"300",123,12,1,"DV","Answer3"
"301",124,9,1,"DV","Answer3"
"302",124,16,1,"DV","Answer3"
"303",124,14,1,"DV","Answer3"
"304",124,17,1,"DV","Answer3"
"305",124,13,1,"DV","Answer3"
"306",124,2,1,"DV","Answer3"
"307",124,19,1,"DV","Answer3"
"308",124,5,1,"DV","Answer3"
"309",124,11,1,"DV","Answer3"
"310",124,15,1,"DV","Answer3"
"311",124,6,1,"DV","Answer3"
"312",124,20,1,"DV","Answer3"
"313",124,1,1,"DV","Answer4"
"314",124,10,1,"DV","Answer2"
"315",124,7,1,"DV","Answer2"
"316",124,18,1,"DV","Answer3"
"317",124,3,1,"DV","Answer4"
"318",124,4,1,"DV","Answer2"
"319",124,8,1,"DV","Answer2"
"320",124,12,1,"DV","Answer3"
"321",125,9,0,"DV","Answer1"
"322",125,16,0,"DV","Answer1"
"323",125,14,0,"DV","Answer2"
"324",125,17,1,"DV","Answer3"
"325",125,13,1,"DV","Answer3"
"326",125,2,0,"DV","Answer1"
"327",125,19,1,"DV","Answer3"
"328",125,5,1,"DV","Answer3"
"329",125,11,1,"DV","Answer3"
"330",125,15,0,"DV","Answer1"
"331",125,6,1,"DV","Answer3"
"332",125,20,1,"DV","Answer3"
"333",125,1,0,"DV","Answer1"
"334",125,10,1,"DV","Answer2"
"335",125,7,1,"DV","Answer2"
"336",125,18,1,"DV","Answer3"
"337",125,3,1,"DV","Answer4"
"338",125,4,0,"DV","Answer1"
"339",125,8,1,"DV","Answer2"
"340",125,12,1,"DV","Answer3"
"341",127,9,1,"DV","Answer3"
"342",127,16,0,"DV","Answer1"
"343",127,14,1,"DV","Answer3"
"344",127,17,1,"DV","Answer3"
"345",127,13,1,"DV","Answer3"
"346",127,2,1,"DV","Answer3"
"347",127,19,1,"DV","Answer3"
"348",127,5,1,"DV","Answer3"
"349",127,11,1,"DV","Answer3"
"350",127,15,1,"DV","Answer3"
"351",127,6,1,"DV","Answer3"
"352",127,20,1,"DV","Answer3"
"353",127,1,0,"DV","Answer1"
"354",127,10,1,"DV","Answer2"
"355",127,7,1,"DV","Answer2"
"356",127,18,1,"DV","Answer3"
"357",127,3,1,"DV","Answer4"
"358",127,4,1,"DV","Answer2"
"359",127,8,1,"DV","Answer2"
"360",127,12,1,"DV","Answer3"
"361",130,9,1,"DV","Answer3"
"362",130,16,1,"DV","Answer3"
"363",130,14,1,"DV","Answer3"
"364",130,17,1,"DV","Answer3"
"365",130,13,1,"DV","Answer3"
"366",130,2,0,"DV","Answer1"
"367",130,19,1,"DV","Answer3"
"368",130,5,1,"DV","Answer3"
"369",130,11,1,"DV","Answer3"
"370",130,15,1,"DV","Answer3"
"371",130,6,1,"DV","Answer3"
"372",130,20,1,"DV","Answer3"
"373",130,1,1,"DV","Answer4"
"374",130,10,1,"DV","Answer2"
"375",130,7,1,"DV","Answer2"
"376",130,18,1,"DV","Answer3"
"377",130,3,1,"DV","Answer4"
"378",130,4,1,"DV","Answer2"
"379",130,8,1,"DV","Answer2"
"380",130,12,0,"DV","Answer1"
"381",131,9,1,"DV","Answer3"
"382",131,16,1,"DV","Answer3"
"383",131,14,1,"DV","Answer3"
"384",131,17,1,"DV","Answer3"
"385",131,13,1,"DV","Answer3"
"386",131,2,1,"DV","Answer3"
"387",131,19,1,"DV","Answer3"
"388",131,5,1,"DV","Answer3"
"389",131,11,1,"DV","Answer3"
"390",131,15,1,"DV","Answer3"
"391",131,6,1,"DV","Answer3"
"392",131,20,1,"DV","Answer3"
"393",131,1,1,"DV","Answer4"
"394",131,10,1,"DV","Answer2"
"395",131,7,1,"DV","Answer2"
"396",131,18,1,"DV","Answer3"
"397",131,3,1,"DV","Answer4"
"398",131,4,1,"DV","Answer2"
"399",131,8,1,"DV","Answer2"
"400",131,12,1,"DV","Answer3"
"401",132,9,1,"DV","Answer3"
"402",132,16,0,"DV","Answer1"
"403",132,14,1,"DV","Answer3"
"404",132,17,1,"DV","Answer3"
"405",132,13,1,"DV","Answer3"
"406",132,2,0,"DV","Answer1"
"407",132,19,1,"DV","Answer3"
"408",132,5,1,"DV","Answer3"
"409",132,11,1,"DV","Answer3"
"410",132,15,0,"DV","Answer1"
"411",132,6,1,"DV","Answer3"
"412",132,20,0,"DV","Answer1"
"413",132,1,1,"DV","Answer4"
"414",132,10,1,"DV","Answer2"
"415",132,7,1,"DV","Answer2"
"416",132,18,1,"DV","Answer3"
"417",132,3,1,"DV","Answer4"
"418",132,4,1,"DV","Answer2"
"419",132,8,1,"DV","Answer2"
"420",132,12,0,"DV","Answer1"
"421",133,9,1,"DV","Answer3"
"422",133,16,1,"DV","Answer3"
"423",133,14,1,"DV","Answer3"
"424",133,17,1,"DV","Answer3"
"425",133,13,1,"DV","Answer3"
"426",133,2,1,"DV","Answer3"
"427",133,19,1,"DV","Answer3"
"428",133,5,1,"DV","Answer3"
"429",133,11,1,"DV","Answer3"
"430",133,15,1,"DV","Answer3"
"431",133,6,1,"DV","Answer3"
"432",133,20,1,"DV","Answer3"
"433",133,1,1,"DV","Answer4"
"434",133,10,1,"DV","Answer2"
"435",133,7,1,"DV","Answer2"
"436",133,18,1,"DV","Answer3"
"437",133,3,1,"DV","Answer4"
"438",133,4,1,"DV","Answer2"
"439",133,8,1,"DV","Answer2"
"440",133,12,1,"DV","Answer3"
"441",136,9,1,"DV","Answer3"
"442",136,16,1,"DV","Answer3"
"443",136,14,1,"DV","Answer3"
"444",136,17,1,"DV","Answer3"
"445",136,13,1,"DV","Answer3"
"446",136,2,1,"DV","Answer3"
"447",136,19,1,"DV","Answer3"
"448",136,5,1,"DV","Answer3"
"449",136,11,1,"DV","Answer3"
"450",136,15,1,"DV","Answer3"
"451",136,6,1,"DV","Answer3"
"452",136,20,1,"DV","Answer3"
"453",136,1,1,"DV","Answer4"
"454",136,10,1,"DV","Answer2"
"455",136,7,1,"DV","Answer2"
"456",136,18,1,"DV","Answer3"
"457",136,3,1,"DV","Answer4"
"458",136,4,1,"DV","Answer2"
"459",136,8,1,"DV","Answer2"
"460",136,12,1,"DV","Answer3"
"461",139,9,0,"DV","Answer1"
"462",139,16,0,"DV","Answer1"
"463",139,14,1,"DV","Answer3"
"464",139,17,0,"DV","Answer1"
"465",139,13,1,"DV","Answer3"
"466",139,2,0,"DV","Answer1"
"467",139,19,1,"DV","Answer3"
"468",139,5,0,"DV","Answer1"
"469",139,11,0,"DV","Answer1"
"470",139,15,1,"DV","Answer3"
"471",139,6,1,"DV","Answer3"
"472",139,20,0,"DV","Answer1"
"473",139,1,0,"DV","Answer1"
"474",139,10,1,"DV","Answer2"
"475",139,7,1,"DV","Answer2"
"476",139,18,0,"DV","Answer1"
"477",139,3,1,"DV","Answer4"
"478",139,4,1,"DV","Answer2"
"479",139,8,0,"DV","Answer4"
"480",139,12,0,"DV","Answer1"
"481",140,9,0,"DV","Answer1"
"482",140,16,0,"DV","Answer1"
"483",140,14,0,"DV","Answer1"
"484",140,17,1,"DV","Answer3"
"485",140,13,1,"DV","Answer3"
"486",140,2,1,"DV","Answer3"
"487",140,19,0,"DV","Answer1"
"488",140,5,1,"DV","Answer3"
"489",140,11,1,"DV","Answer3"
"490",140,15,1,"DV","Answer3"
"491",140,6,1,"DV","Answer3"
"492",140,20,1,"DV","Answer3"
"493",140,1,1,"DV","Answer4"
"494",140,10,1,"DV","Answer2"
"495",140,7,1,"DV","Answer2"
"496",140,18,1,"DV","Answer3"
"497",140,3,1,"DV","Answer4"
"498",140,4,1,"DV","Answer2"
"499",140,8,1,"DV","Answer2"
"500",140,12,1,"DV","Answer3"
"501",142,9,1,"DV","Answer3"
"502",142,16,1,"DV","Answer3"
"503",142,14,0,"DV","Answer2"
"504",142,17,1,"DV","Answer3"
"505",142,13,1,"DV","Answer3"
"506",142,2,1,"DV","Answer3"
"507",142,19,1,"DV","Answer3"
"508",142,5,1,"DV","Answer3"
"509",142,11,1,"DV","Answer3"
"510",142,15,1,"DV","Answer3"
"511",142,6,1,"DV","Answer3"
"512",142,20,1,"DV","Answer3"
"513",142,1,1,"DV","Answer4"
"514",142,10,1,"DV","Answer2"
"515",142,7,1,"DV","Answer2"
"516",142,18,1,"DV","Answer3"
"517",142,3,1,"DV","Answer4"
"518",142,4,1,"DV","Answer2"
"519",142,8,1,"DV","Answer2"
"520",142,12,0,"DV","Answer1"
"521",143,9,0,"DV","Answer1"
"522",143,16,1,"DV","Answer3"
"523",143,14,0,"DV","Answer1"
"524",143,17,1,"DV","Answer3"
"525",143,13,1,"DV","Answer3"
"526",143,2,1,"DV","Answer3"
"527",143,19,1,"DV","Answer3"
"528",143,5,1,"DV","Answer3"
"529",143,11,1,"DV","Answer3"
"530",143,15,0,"DV","Answer1"
"531",143,6,1,"DV","Answer3"
"532",143,20,1,"DV","Answer3"
"533",143,1,1,"DV","Answer4"
"534",143,10,1,"DV","Answer2"
"535",143,7,1,"DV","Answer2"
"536",143,18,1,"DV","Answer3"
"537",143,3,1,"DV","Answer4"
"538",143,4,1,"DV","Answer2"
"539",143,8,1,"DV","Answer2"
"540",143,12,1,"DV","Answer3"
"541",144,9,1,"DV","Answer3"
"542",144,16,0,"DV","Answer1"
"543",144,14,1,"DV","Answer3"
"544",144,17,1,"DV","Answer3"
"545",144,13,1,"DV","Answer3"
"546",144,2,1,"DV","Answer3"
"547",144,19,1,"DV","Answer3"
"548",144,5,1,"DV","Answer3"
"549",144,11,1,"DV","Answer3"
"550",144,15,1,"DV","Answer3"
"551",144,6,1,"DV","Answer3"
"552",144,20,1,"DV","Answer3"
"553",144,1,0,"DV","Answer1"
"554",144,10,1,"DV","Answer2"
"555",144,7,1,"DV","Answer2"
"556",144,18,1,"DV","Answer3"
"557",144,3,1,"DV","Answer4"
"558",144,4,1,"DV","Answer2"
"559",144,8,1,"DV","Answer2"
"560",144,12,0,"DV","Answer1"
"561",147,9,1,"DV","Answer3"
"562",147,16,1,"DV","Answer3"
"563",147,14,0,"DV","Answer1"
"564",147,17,1,"DV","Answer3"
"565",147,13,1,"DV","Answer3"
"566",147,2,0,"DV","Answer1"
"567",147,19,0,"DV","Answer1"
"568",147,5,1,"DV","Answer3"
"569",147,11,1,"DV","Answer3"
"570",147,15,0,"DV","Answer1"
"571",147,6,0,"DV","Answer1"
"572",147,20,0,"DV","Answer1"
"573",147,1,0,"DV","Answer1"
"574",147,10,1,"DV","Answer2"
"575",147,7,1,"DV","Answer2"
"576",147,18,1,"DV","Answer3"
"577",147,3,1,"DV","Answer4"
"578",147,4,1,"DV","Answer2"
"579",147,8,1,"DV","Answer2"
"580",147,12,0,"DV","Answer1"
"581",149,9,0,"DV","Answer2"
"582",149,16,0,"DV","Answer1"
"583",149,14,0,"DV","Answer2"
"584",149,17,0,"DV","Answer1"
"585",149,13,0,"DV","Answer2"
"586",149,2,1,"DV","Answer3"
"587",149,19,1,"DV","Answer3"
"588",149,5,1,"DV","Answer3"
"589",149,11,0,"DV","Answer1"
"590",149,15,0,"DV","Answer1"
"591",149,6,0,"DV","Answer4"
"592",149,20,0,"DV","Answer1"
"593",149,1,0,"DV","Answer1"
"594",149,10,1,"DV","Answer2"
"595",149,7,1,"DV","Answer2"
"596",149,18,0,"DV","Answer1"
"597",149,3,1,"DV","Answer4"
"598",149,4,0,"DV","Answer4"
"599",149,8,0,"DV","Answer3"
"600",149,12,0,"DV","Answer1"
"601",150,9,1,"DV","Answer3"
"602",150,16,0,"DV","Answer1"
"603",150,14,1,"DV","Answer3"
"604",150,17,1,"DV","Answer3"
"605",150,13,0,"DV","Answer1"
"606",150,2,1,"DV","Answer3"
"607",150,19,1,"DV","Answer3"
"608",150,5,1,"DV","Answer3"
"609",150,11,1,"DV","Answer3"
"610",150,15,1,"DV","Answer3"
"611",150,6,0,"DV","Answer2"
"612",150,20,1,"DV","Answer3"
"613",150,1,1,"DV","Answer4"
"614",150,10,1,"DV","Answer2"
"615",150,7,1,"DV","Answer2"
"616",150,18,1,"DV","Answer3"
"617",150,3,1,"DV","Answer4"
"618",150,4,1,"DV","Answer2"
"619",150,8,1,"DV","Answer2"
"620",150,12,0,"DV","Answer1"
"621",151,9,0,"DV","Answer1"
"622",151,16,1,"DV","Answer3"
"623",151,14,0,"DV","Answer1"
"624",151,17,1,"DV","Answer3"
"625",151,13,1,"DV","Answer3"
"626",151,2,0,"DV","Answer1"
"627",151,19,1,"DV","Answer3"
"628",151,5,1,"DV","Answer3"
"629",151,11,1,"DV","Answer3"
"630",151,15,0,"DV","Answer1"
"631",151,6,1,"DV","Answer3"
"632",151,20,0,"DV","Answer1"
"633",151,1,0,"DV","Answer3"
"634",151,10,1,"DV","Answer2"
"635",151,7,1,"DV","Answer2"
"636",151,18,1,"DV","Answer3"
"637",151,3,1,"DV","Answer4"
"638",151,4,1,"DV","Answer2"
"639",151,8,1,"DV","Answer2"
"640",151,12,1,"DV","Answer3"
"641",152,9,1,"DV","Answer3"
"642",152,16,0,"DV","Answer1"
"643",152,14,1,"DV","Answer3"
"644",152,17,1,"DV","Answer3"
"645",152,13,1,"DV","Answer3"
"646",152,2,1,"DV","Answer3"
"647",152,19,1,"DV","Answer3"
"648",152,5,1,"DV","Answer3"
"649",152,11,1,"DV","Answer3"
"650",152,15,1,"DV","Answer3"
"651",152,6,1,"DV","Answer3"
"652",152,20,1,"DV","Answer3"
"653",152,1,1,"DV","Answer4"
"654",152,10,1,"DV","Answer2"
"655",152,7,1,"DV","Answer2"
"656",152,18,1,"DV","Answer3"
"657",152,3,1,"DV","Answer4"
"658",152,4,1,"DV","Answer2"
"659",152,8,1,"DV","Answer2"
"660",152,12,1,"DV","Answer3"
"661",153,9,1,"DV","Answer3"
"662",153,16,1,"DV","Answer3"
"663",153,14,1,"DV","Answer3"
"664",153,17,1,"DV","Answer3"
"665",153,13,1,"DV","Answer3"
"666",153,2,1,"DV","Answer3"
"667",153,19,0,"DV","Answer2"
"668",153,5,1,"DV","Answer3"
"669",153,11,1,"DV","Answer3"
"670",153,15,1,"DV","Answer3"
"671",153,6,1,"DV","Answer3"
"672",153,20,1,"DV","Answer3"
"673",153,1,1,"DV","Answer4"
"674",153,10,1,"DV","Answer2"
"675",153,7,1,"DV","Answer2"
"676",153,18,1,"DV","Answer3"
"677",153,3,1,"DV","Answer4"
"678",153,4,1,"DV","Answer2"
"679",153,8,1,"DV","Answer2"
"680",153,12,0,"DV","Answer1"
"681",154,9,1,"DV","Answer3"
"682",154,16,1,"DV","Answer3"
"683",154,14,1,"DV","Answer3"
"684",154,17,1,"DV","Answer3"
"685",154,13,1,"DV","Answer3"
"686",154,2,1,"DV","Answer3"
"687",154,19,1,"DV","Answer3"
"688",154,5,1,"DV","Answer3"
"689",154,11,1,"DV","Answer3"
"690",154,15,1,"DV","Answer3"
"691",154,6,1,"DV","Answer3"
"692",154,20,1,"DV","Answer3"
"693",154,1,1,"DV","Answer4"
"694",154,10,1,"DV","Answer2"
"695",154,7,1,"DV","Answer2"
"696",154,18,1,"DV","Answer3"
"697",154,3,1,"DV","Answer4"
"698",154,4,1,"DV","Answer2"
"699",154,8,1,"DV","Answer2"
"700",154,12,1,"DV","Answer3"
"701",155,9,1,"DV","Answer3"
"702",155,16,1,"DV","Answer3"
"703",155,14,0,"DV","Answer1"
"704",155,17,1,"DV","Answer3"
"705",155,13,1,"DV","Answer3"
"706",155,2,1,"DV","Answer3"
"707",155,19,1,"DV","Answer3"
"708",155,5,1,"DV","Answer3"
"709",155,11,1,"DV","Answer3"
"710",155,15,1,"DV","Answer3"
"711",155,6,0,"DV","Answer2"
"712",155,20,1,"DV","Answer3"
"713",155,1,1,"DV","Answer4"
"714",155,10,1,"DV","Answer2"
"715",155,7,1,"DV","Answer2"
"716",155,18,1,"DV","Answer3"
"717",155,3,1,"DV","Answer4"
"718",155,4,1,"DV","Answer2"
"719",155,8,1,"DV","Answer2"
"720",155,12,1,"DV","Answer3"
"721",157,9,1,"DV","Answer3"
"722",157,16,1,"DV","Answer3"
"723",157,14,0,"DV","Answer1"
"724",157,17,1,"DV","Answer3"
"725",157,13,1,"DV","Answer3"
"726",157,2,1,"DV","Answer3"
"727",157,19,1,"DV","Answer3"
"728",157,5,1,"DV","Answer3"
"729",157,11,1,"DV","Answer3"
"730",157,15,1,"DV","Answer3"
"731",157,6,1,"DV","Answer3"
"732",157,20,1,"DV","Answer3"
"733",157,1,1,"DV","Answer4"
"734",157,10,1,"DV","Answer2"
