phenomenon,item_id,content,randomized_option_order,randomized_labels_complex,randomized_true_answer,original_labels_complex,is_example,prompt,seed
IV,11,"When talking with the principal about a new student, who did poorly on her entrance examination, John said, ""This one is really sharp."" What did John want to convey?","[2, 1, 4, 3]","['CorrectNonLiteral', 'IncorrectLiteral', 'IncorrectNonSequitur', 'IncorrectAssociate']",1,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: When talking with the principal about a new student, who did poorly on her entrance examination, John said, ""This one is really sharp."" What did John want to convey?
Options:
1) The student is not very clever.
2) The student is smart.
3) The pencils need to be sharpened.
4) The entrance exam is unfair. 
Answer: ",2
IV,12,"Melissa turns to her friend and says, ""The heat is really on in here."" What did Melissa want to convey?","[4, 1, 2, 3]","['IncorrectAssociate', 'IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectNonSequitur']",3,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectNonSequitur', 'IncorrectAssociate']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: Melissa turns to her friend and says, ""The heat is really on in here."" What did Melissa want to convey?
Options:
1) It is too bright. 
2) It is too hot.
3) It is too cold.
4) It is too loud.
Answer: ",2
IV,13,"When you ask him how it is going he says, ""It couldn't be any better."" What does your friend want to convey?","[4, 3, 2, 1]","['IncorrectNonSequitur', 'IncorrectAssociate', 'CorrectNonLiteral', 'IncorrectLiteral']",3,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: When you ask him how it is going he says, ""It couldn't be any better."" What does your friend want to convey?
Options:
1) He needs to buy a new car.
2) He needs to polish his style.
3) He is unhappy with his work.
4) He is happy with his work.
Answer: ",2
IV,14,"When you ask Tom what he thinks of the offer he says, ""Well, their generosity knows no bounds."" What does Tom want to convey?","[3, 1, 4, 2]","['IncorrectAssociate', 'IncorrectLiteral', 'IncorrectNonSequitur', 'CorrectNonLiteral']",4,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: When you ask Tom what he thinks of the offer he says, ""Well, their generosity knows no bounds."" What does Tom want to convey?
Options:
1) He is glad to be employed
2) He is excited about the job offer.
3) He is tired of jogging every morning.
4) He is disappointed with the job offer. 
Answer: ",2
IV,15,"On the way home, Kristine said, ""Those kids were not fun at all."" What does Kristine want to convey?","[4, 2, 3, 1]","['IncorrectNonSequitur', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectLiteral']",2,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: On the way home, Kristine said, ""Those kids were not fun at all."" What does Kristine want to convey?
Options:
1) Rock music should be prohibited. 
2) Babysitting was an enjoyable experience.
3) Babysitting does not pay well.
4) Babysitting was an unpleasant experience.
Answer: ",2
IV,16,"Lynn said, ""That sounds so exciting."" What did Lynn want to convey?","[1, 3, 4, 2]","['IncorrectLiteral', 'IncorrectAssociate', 'IncorrectAssociate', 'CorrectNonLiteral']",4,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectAssociate']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: Lynn said, ""That sounds so exciting."" What did Lynn want to convey?
Options:
1) Laura had a thrilling experience.
2) Laura got food poisoning.
3) Laura needs a babysitter.
4) Laura had a dull experience.
Answer: ",2
IV,17,"Tom points at the girl and comments:  ""The life of the party, right there."" What did Tom want to convey?","[3, 1, 4, 2]","['IncorrectAssociate', 'IncorrectLiteral', 'IncorrectNonSequitur', 'CorrectNonLiteral']",4,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: Tom points at the girl and comments:  ""The life of the party, right there."" What did Tom want to convey?
Options:
1) Their colleague has good taste in music.
2) Their colleague is very sociable.
3) Their colleague has good taste in fashion.
4) Their colleague is quite unsociable.
Answer: ",2
IV,18,"As they walked away, Jane comments: ""People in this community are so nice!"" What did Jane want to convey?","[1, 4, 3, 2]","['IncorrectLiteral', 'IncorrectNonSequitur', 'IncorrectAssociate', 'CorrectNonLiteral']",4,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: As they walked away, Jane comments: ""People in this community are so nice!"" What did Jane want to convey?
Options:
1) It is an amicable community.
2) It is a community of animal lovers.
3) It is a community of chocolate lovers.
4) It is an unfriendly community.
Answer: ",2
IV,19,"Forty minutes later, she finally returns, and Jill remarks, ""That was quick."" What did Jill want to convey?","[2, 4, 3, 1]","['CorrectNonLiteral', 'IncorrectNonSequitur', 'IncorrectAssociate', 'IncorrectLiteral']",1,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: Forty minutes later, she finally returns, and Jill remarks, ""That was quick."" What did Jill want to convey?
Options:
1) Juanita is always so slow.
2) Juanita has the best cat.  
3) Juanita has the view of the game.
4) Juanita is always so fast.
Answer: ",2
IV,20,"Krista said: "" Oh, Mark held the audience's attention so well."" What did Krista want to convey?","[4, 2, 1, 3]","['IncorrectNonSequitur', 'CorrectNonLiteral', 'IncorrectLiteral', 'IncorrectAssociate']",2,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: Krista said: "" Oh, Mark held the audience's attention so well."" What did Krista want to convey?
Options:
1) Mark's speech was about ants.  
2) Mark's speaking skills leave much to be desired.
3) Mark is a great speaker.
4) Mark's speech was on captivating topic.
Answer: ",2
IV,21,"Steve said: ""Some people have such natural grace!"" What did Steve want to convey?","[2, 3, 1, 4]","['CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectLiteral', 'IncorrectNonSequitur']",1,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: Steve said: ""Some people have such natural grace!"" What did Steve want to convey?
Options:
1) Tracy is not a good dancer.
2) Tracy's dancing outfit is impressive.
3) Tracy is a great dancer.
4) Tracy's math skills are impressive.  
Answer: ",2
IV,22,"His friend laughed and said to him, ""You are so slow!"" What did his friend want to convey?","[2, 3, 1, 4]","['CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectLiteral', 'IncorrectNonSequitur']",1,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: His friend laughed and said to him, ""You are so slow!"" What did his friend want to convey?
Options:
1) John is an outstanding runner.
2) John needs new running shoes.
3) John is not a good runner.
4) John needs new computer. 
Answer: ",2
IV,23,"John remarked to his wife, ""He does such a good job!"" What did John want to convey?","[4, 3, 1, 2]","['IncorrectNonSequitur', 'IncorrectAssociate', 'IncorrectLiteral', 'CorrectNonLiteral']",4,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: John remarked to his wife, ""He does such a good job!"" What did John want to convey?
Options:
1) He likes thrillers. 
2) He likes daisies.
3) He is happy with the new gardener.
4) He is unhappy with the new gardener.
Answer: ",2
IV,24,"Her brother said, ""I see your revision is going well."" What did he want to convey?","[3, 2, 1, 4]","['IncorrectAssociate', 'CorrectNonLiteral', 'IncorrectLiteral', 'IncorrectNonSequitur']",2,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: Her brother said, ""I see your revision is going well."" What did he want to convey?
Options:
1) Tilly cannot find the textbook.
2) Tilly is unready for the exam.
3) Tilly is ready for the exam.
4) Tilly cannot find the sneakers.
Answer: ",2
IV,25,"Tony commented, ""Classy outfit."" What did Tony want to convey?","[4, 3, 2, 1]","['IncorrectNonSequitur', 'IncorrectAssociate', 'CorrectNonLiteral', 'IncorrectLiteral']",3,"['IncorrectLiteral', 'CorrectNonLiteral', 'IncorrectAssociate', 'IncorrectNonSequitur']",False,"Task: You will read short stories that describe everyday situations. Each story will be followed by a multiple-choice question. Read each story and choose the best answer. Your task is to decide what the character in the story is trying to convey. The answer options are 1, 2, 3, or 4.

Scenario: Tony commented, ""Classy outfit."" What did Tony want to convey?
Options:
1) He thought that Barb forgot to call the cab.
2) He thought that Barb forgot her purse in the hall.
3) He thought that her dress was not appropriate for the occasion.
4) He liked her choice of dress.
Answer: ",2
